Date,spread,zscore,long_signal,short_signal,exit_signal
2015-06-03,17.41911733890764,0.7791796251176835,False,False,False
2015-06-04,17.424565649394932,0.8022622056567756,False,False,False
2015-06-05,17.202784057372092,-0.9353397081433341,False,False,False
2015-06-08,17.314462685887904,0.0030989054623654596,False,False,True
2015-06-09,17.29786568623462,-0.062169171758892784,False,False,True
2015-06-10,17.275300012148186,-0.2043128890565604,False,False,True
2015-06-11,16.946868436914595,-2.8237709007259406,True,False,False
2015-06-12,16.89299467697762,-2.78354380552493,True,False,False
2015-06-15,16.79367710021368,-2.863043048558055,True,False,False
2015-06-16,17.059750264032772,-1.1377740114293293,False,False,False
2015-06-17,17.12671174046884,-0.6962310802575069,False,False,False
2015-06-18,17.21634505884407,-0.16722450029312438,False,False,True
2015-06-19,17.05739322590928,-1.0611599509709062,False,False,False
2015-06-22,16.955296785534202,-1.5438935794561701,False,False,False
2015-06-23,16.855298311413108,-1.9036478989977417,False,False,False
2015-06-24,16.741578302408733,-2.2651143743417683,True,False,False
2015-06-25,16.684774086426756,-2.2257962838658685,True,False,False
2015-06-26,16.645087234043913,-2.1295835095258973,True,False,False
2015-06-29,16.345299706972405,-2.7808586851546497,True,False,False
2015-06-30,16.261425230439205,-2.591600249989103,True,False,False
2015-07-01,16.241057938462877,-2.3049886894080927,True,False,False
2015-07-02,16.196607487647167,-2.1447185913501015,True,False,False
2015-07-06,16.19058382193902,-1.939233410094304,False,False,False
2015-07-07,16.52843705190204,-1.0490580735068047,False,False,False
2015-07-08,16.33283658497256,-1.4211137517923615,False,False,False
2015-07-09,16.643830981465896,-0.6172162686713227,False,False,False
2015-07-10,16.877599221534854,-0.00913635952900149,False,False,True
2015-07-13,16.73665604796248,-0.32472979988124967,False,False,True
2015-07-14,17.268802032791733,1.0343240787573793,False,False,False
2015-07-15,17.420742586003733,1.4050364590945923,False,False,False
2015-07-16,17.63539944386545,1.8717364842790354,False,False,False
2015-07-17,17.434929493557874,1.3775030795616356,False,False,False
2015-07-20,17.43451148276748,1.32965252579701,False,False,False
2015-07-21,17.338016599705398,1.0939399175294688,False,False,False
2015-07-22,16.988962192415734,0.287469048706176,False,False,True
2015-07-23,17.002781982849715,0.34856942723232576,False,False,True
2015-07-24,16.772572325114773,-0.20628513571302498,False,False,True
2015-07-27,17.00053242416188,0.3478189391169111,False,False,True
2015-07-28,16.899798061408628,0.09053812067844566,False,False,True
2015-07-29,16.83644822128222,-0.04766538231488593,False,False,True
2015-07-30,16.781842387410354,-0.15572021427567034,False,False,True
2015-07-31,17.370743348943186,1.2835578348728642,False,False,False
2015-08-03,17.560061078295007,1.6327504378676345,False,False,False
2015-08-04,17.78147173850042,1.9444450192768301,False,False,False
2015-08-05,17.71188845997618,1.6442181924540396,False,False,False
2015-08-06,17.52173089434631,1.1677022336902492,False,False,False
2015-08-07,17.38403764915113,0.8337240594225644,False,False,False
2015-08-10,17.296498765240113,0.6135845585127017,False,False,False
2015-08-11,17.212151346542942,0.39573095514690343,False,False,True
2015-08-12,17.05120930969733,0.006076417670468061,False,False,True
2015-08-13,16.790318097910422,-0.6350093519048045,False,False,False
2015-08-14,16.83204633078183,-0.6302715505754921,False,False,False
2015-08-17,16.777018671422297,-0.883211851822021,False,False,False
2015-08-18,16.749167097657796,-1.0034304926143323,False,False,False
2015-08-19,16.42110429393621,-1.9450243629583546,False,False,False
2015-08-20,16.439638443524665,-1.8180087166520578,False,False,False
2015-08-21,15.845347351760374,-2.8359068395932714,True,False,False
2015-08-24,15.782997598415818,-2.569392198825698,True,False,False
2015-08-25,15.93190152773009,-2.0186210246426604,True,False,False
2015-08-26,15.970588010423583,-1.7678010352706175,False,False,False
2015-08-27,16.237446302153213,-1.2045776079549522,False,False,False
2015-08-28,16.434671733271287,-0.7928102295314312,False,False,False
2015-08-31,16.452314870003967,-0.7084213796213169,False,False,False
2015-09-01,16.2760336805735,-0.9646934135728905,False,False,False
2015-09-02,16.349752774050533,-0.783876598696593,False,False,False
2015-09-03,16.489175213987696,-0.4994863086955819,False,False,True
2015-09-04,16.146925502711962,-1.058924206570844,False,False,False
2015-09-08,16.170117708596983,-0.9563582422513373,False,False,False
2015-09-09,15.949070067906966,-1.2533058424675365,False,False,False
2015-09-10,16.01247296200902,-1.0768929481426193,False,False,False
2015-09-11,15.584672976242686,-1.6407137944328432,False,False,False
2015-09-14,15.658023015300216,-1.4178343841689505,False,False,False
2015-09-15,15.846400492517873,-1.0589718816140707,False,False,False
2015-09-16,16.247866449174072,-0.3569954354219288,False,False,True
2015-09-17,16.40404295028748,-0.00917324167083407,False,False,True
2015-09-18,16.082785125487327,-0.5794421516546016,False,False,False
2015-09-21,16.13037614784665,-0.4281558628770064,False,False,True
2015-09-22,16.06011709824542,-0.5412467455346928,False,False,False
2015-09-23,16.022732575618576,-0.5922776651849858,False,False,False
2015-09-24,16.395510654021987,0.5403546263316332,False,False,False
2015-09-25,16.619433759482014,1.2667278859481386,False,False,False
2015-09-28,16.775507907439955,1.77608043806635,False,False,False
2015-09-29,16.765246699339983,1.749079886682065,False,False,False
2015-09-30,16.915191639453475,2.129246292494962,False,True,False
2015-10-01,16.70592650631363,1.4213325462463557,False,False,False
2015-10-02,17.219642349101726,2.5291876202983428,False,True,False
2015-10-05,17.4336201870042,2.6161288941064025,False,True,False
2015-10-06,17.073566805584488,1.643646453105827,False,False,False
2015-10-07,17.276761194043214,1.897844667831399,False,False,False
2015-10-08,17.62602571683149,2.3080618577193,False,True,False
2015-10-09,17.54298948208592,1.925278070497645,False,False,False
2015-10-12,17.60419399407787,1.8432153684667536,False,False,False
2015-10-13,17.55440646700636,1.6147684977208336,False,False,False
2015-10-14,17.690217270633866,1.6756332951144237,False,False,False
2015-10-15,17.735816211684437,1.6010348200164937,False,False,False
2015-10-16,17.486393444303207,1.1540639925931027,False,False,False
2015-10-19,17.33827817468925,0.8790739435648052,False,False,False
2015-10-20,17.616131625851676,1.1943563906214876,False,False,False
2015-10-21,17.521049996989145,0.9916319924913435,False,False,False
2015-10-22,17.87466232762675,1.3959587745745754,False,False,False
2015-10-23,17.584610235521673,0.9341560213843004,False,False,False
2015-10-26,17.35754114933034,0.5452071099794604,False,False,False
2015-10-27,17.2791115113961,0.36610284792605097,False,False,True
2015-10-28,17.448326429828786,0.6041615586705037,False,False,False
2015-10-29,17.493562068456466,0.6327593343899623,False,False,False
2015-10-30,17.203665100575005,0.04866250111014622,False,False,True
2015-11-02,17.288067227639665,0.1478064591546049,False,False,True
2015-11-03,17.326181886902063,0.15629125290505252,False,False,True
2015-11-04,17.210004423918072,-0.24632239745198806,False,False,True
2015-11-05,17.572466302946516,0.7322071898391571,False,False,False
2015-11-06,17.421469533658442,0.19559048914791288,False,False,True
2015-11-09,17.208174753418554,-0.6329246795159399,False,False,False
2015-11-10,17.45047688424342,0.19880172138702498,False,False,True
2015-11-11,17.572833137159172,0.6537364841716028,False,False,False
2015-11-12,17.373672210497762,-0.3945843508240194,False,False,True
2015-11-13,17.254876417313938,-1.0559015829272975,False,False,False
2015-11-16,17.460842322896777,0.06930398807307091,False,False,True
2015-11-17,17.350474595425062,-0.6323819701756239,False,False,False
2015-11-18,17.606129489621207,0.8211447717516039,False,False,False
2015-11-19,18.27372138116464,3.5351178591668337,False,True,False
2015-11-20,17.797963196017403,1.3100873414305758,False,False,False
2015-11-23,18.143406249904903,2.442733796856633,False,True,False
2015-11-24,18.597544422287562,3.230958448938603,False,True,False
2015-11-25,18.629533405495266,2.765925716564438,False,True,False
2015-11-27,18.36047701456303,1.8758646462979935,False,False,False
2015-11-30,17.97319608806305,0.8655914261434327,False,False,False
2015-12-01,18.021731177253805,0.922276596089484,False,False,False
2015-12-02,18.29052821340904,1.4621049086377387,False,False,False
2015-12-03,18.076497544536988,0.9069140109171144,False,False,False
2015-12-04,18.42173270313271,1.5901541810909792,False,False,False
2015-12-07,18.427701377565864,1.481477805555549,False,False,False
2015-12-08,18.36073608643253,1.2466577632111806,False,False,False
2015-12-09,18.266655110166862,0.982691928509196,False,False,False
2015-12-10,18.423249622070657,1.219961669698801,False,False,False
2015-12-11,18.20885565077571,0.7304038728301387,False,False,False
2015-12-14,18.3470237754342,0.9506980336140607,False,False,False
2015-12-15,18.612675113765633,1.4015577607001146,False,False,False
2015-12-16,18.966809402839512,1.9360918530888065,False,False,False
2015-12-17,18.833357514733418,1.562766485072636,False,False,False
2015-12-18,18.40932560108329,0.6737000286266022,False,False,False
2015-12-21,18.51215058360349,0.8214235230348652,False,False,False
2015-12-22,18.731784970093965,1.2078856638908044,False,False,False
2015-12-23,18.905080712204434,1.4725065984877705,False,False,False
2015-12-24,18.799690513361465,1.17306345789013,False,False,False
2015-12-28,18.715241024416333,0.9441379844107267,False,False,False
2015-12-29,18.745762045056985,0.9850187960871261,False,False,False
2015-12-30,18.679583819133548,0.7839576893267295,False,False,False
2015-12-31,18.37225542450844,-0.13798637184266258,False,False,True
2016-01-04,18.095243687021988,-1.1539348969510932,False,False,False
2016-01-05,18.077910798736543,-1.167693931047449,False,False,False
2016-01-06,17.840527450469587,-1.9869327964408892,False,False,False
2016-01-07,17.61052950272368,-2.4407048983060653,True,False,False
2016-01-08,17.589115790760452,-2.1991659509794346,True,False,False
2016-01-11,17.602521385101312,-1.9398008920028713,False,False,False
2016-01-12,18.098225036737215,-0.6134734583693747,False,False,False
2016-01-13,18.103828471448132,-0.6158417878243779,False,False,False
2016-01-14,18.30362293358623,-0.11699318012516398,False,False,True
2016-01-15,18.386240874633916,0.0942979323675795,False,False,True
2016-01-19,18.353463231725897,-0.01763948557774761,False,False,True
2016-01-20,18.305614731987486,-0.1357935634258947,False,False,True
2016-01-21,18.14335991669985,-0.5437148690779151,False,False,False
2016-01-22,18.473780041452432,0.32917638716570075,False,False,True
2016-01-25,18.551630852277484,0.509689693034779,False,False,False
2016-01-26,18.378125277575894,0.05235568997396202,False,False,True
2016-01-27,18.481631157453265,0.30387805384201233,False,False,True
2016-01-28,18.590059857591882,0.5678266719022035,False,False,False
2016-01-29,18.484819373784852,0.30205829617360175,False,False,True
2016-02-01,18.631262317329746,0.7488709152181674,False,False,False
2016-02-02,18.273041795390398,-0.19507516941326244,False,False,True
2016-02-03,18.427545970434746,0.24327509261648234,False,False,True
2016-02-04,18.564822799329956,0.6274138304522745,False,False,False
2016-02-05,18.492047772684355,0.4517159159916829,False,False,True
2016-02-08,18.65283656270428,0.9733561728992012,False,False,False
2016-02-09,19.11581727979967,2.1968017241205864,False,True,False
2016-02-10,18.528225341912997,0.5632025634185271,False,False,False
2016-02-11,18.56539974904123,0.6987915953506431,False,False,False
2016-02-12,18.874143275263815,1.5413235763483049,False,False,False
2016-02-16,19.097074952011937,1.9578310727007144,False,False,False
2016-02-17,18.99330430816988,1.5475474577977806,False,False,False
2016-02-18,19.096078114112345,1.6550676229064452,False,False,False
2016-02-19,19.265921158834043,1.894633191768002,False,False,False
2016-02-22,19.36455755533331,1.996459367498337,False,False,False
2016-02-23,19.195762525088938,1.5470680652566926,False,False,False
2016-02-24,19.38131349390748,1.9552586703538404,False,False,False
2016-02-25,19.38770046203852,1.8133380181490502,False,False,False
2016-02-26,18.93613103776839,0.6019675830496146,False,False,False
2016-02-29,19.05901306381769,0.86848286954722,False,False,False
2016-03-01,19.306497086773316,1.418929554576167,False,False,False
2016-03-02,19.573514034516336,1.9167161299257989,False,False,False
2016-03-03,19.559270541196774,1.7283397919420744,False,False,False
2016-03-04,19.502570555768184,1.5004238783905097,False,False,False
2016-03-07,19.5871239923592,1.574433787437889,False,False,False
2016-03-08,19.77654948405418,1.8379767392297064,False,False,False
2016-03-09,20.153357209557637,2.370662067800885,False,True,False
2016-03-10,20.430631833610867,2.5360433060638177,False,True,False
2016-03-11,20.270213975408364,2.0005841849014385,False,True,False
2016-03-14,20.522622190109587,2.179826446499809,False,True,False
2016-03-15,20.349585802776126,1.7265498543481161,False,False,False
2016-03-16,20.23832706244863,1.455889491426584,False,False,False
2016-03-17,20.702410785296326,2.011167525225791,False,True,False
2016-03-18,20.675132346545837,1.8053656976217303,False,False,False
2016-03-21,20.6836134662336,1.6886637967322045,False,False,False
2016-03-22,20.703093560051414,1.5942605923759303,False,False,False
2016-03-23,20.653249447214485,1.4068867374290621,False,False,False
2016-03-24,20.805241177004223,1.5302192621835151,False,False,False
2016-03-28,20.951415541887165,1.6385503971421729,False,False,False
2016-03-29,21.5354470200419,2.2277921980050204,False,True,False
2016-03-30,21.310631307235685,1.753783252318527,False,False,False
2016-03-31,21.172304243656306,1.4624081643027484,False,False,False
2016-04-01,21.292411220791724,1.5074829228426108,False,False,False
2016-04-04,21.342565582075892,1.4600930164979045,False,False,False
2016-04-05,21.159738768500997,1.1439702833180532,False,False,False
2016-04-06,21.137958222325107,1.0486965302998272,False,False,False
2016-04-07,20.866703449282767,0.6415326803545507,False,False,False
2016-04-08,21.012510979953053,0.7815144897366808,False,False,False
2016-04-11,20.774448328819354,0.4019718325243194,False,False,True
2016-04-12,20.83434575446448,0.439276434747647,False,False,True
2016-04-13,20.418744066831874,-0.3166978942655998,False,False,True
2016-04-14,20.44497608559547,-0.34115087512453734,False,False,True
2016-04-15,20.56486913253501,-0.19503430322693097,False,False,True
2016-04-18,20.697174467705576,-0.01127913184858312,False,False,True
2016-04-19,20.92952751627563,0.45769717376836877,False,False,True
2016-04-20,19.16214698320222,-3.391571732716778,True,False,False
2016-04-21,18.808956760959777,-3.2792567221586957,True,False,False
2016-04-22,19.445342919808127,-1.963861031562272,False,False,False
2016-04-25,19.41356023740178,-1.8567602179779348,False,False,False
2016-04-26,19.28277591877391,-1.867041613552932,False,False,False
2016-04-27,19.425395516020114,-1.5494577996388526,False,False,False
2016-04-28,19.29173004052706,-1.6150863587522146,False,False,False
2016-04-29,19.46418947814925,-1.2942072300110368,False,False,False
2016-05-02,19.528534561684822,-1.137120871281468,False,False,False
2016-05-03,19.356546188828673,-1.2617820409678897,False,False,False
2016-05-04,19.383351625513782,-1.1504290679944333,False,False,False
2016-05-05,19.416598738697427,-1.0433333704600827,False,False,False
2016-05-06,19.492041334821256,-0.8961490951136737,False,False,False
2016-05-09,19.333299617385084,-1.010666706756842,False,False,False
2016-05-10,19.52586186592641,-0.7358528519016492,False,False,False
2016-05-11,19.44502373038344,-0.7772354811020897,False,False,False
2016-05-12,19.721518918621307,-0.3916959583703042,False,False,True
2016-05-13,19.713977768160213,-0.3502905319844538,False,False,True
2016-05-16,19.99628269191035,0.08591529881861491,False,False,True
2016-05-17,19.55937317725974,-0.4750803376494912,False,False,True
2016-05-18,19.648640973005236,-0.288074067242889,False,False,True
2016-05-19,19.385290369939383,-0.6510656256496216,False,False,False
2016-05-20,19.317963653781074,-0.7166414503942486,False,False,False
2016-05-23,19.259220410465993,-0.7714306146023562,False,False,False
2016-05-24,19.49434879085743,-0.2764222901245009,False,False,True
2016-05-25,19.5043509270879,-0.2037993266493995,False,False,True
2016-05-26,19.615027025608935,0.09525089394720512,False,False,True
2016-05-27,19.69026332093141,0.36376996387808264,False,False,True
2016-05-31,19.704661938474587,0.5690125537036851,False,False,False
2016-06-01,19.706234131595032,1.095835515769015,False,False,False
2016-06-02,19.62042256502808,0.6465851337563717,False,False,False
2016-06-03,19.810003180946673,1.667611367816056,False,False,False
2016-06-06,20.0981690167868,2.7393376566186065,False,True,False
2016-06-07,20.099845157553137,2.372332070329976,False,True,False
2016-06-08,20.1600528316455,2.3198630603544923,False,True,False
2016-06-09,20.25193542580107,2.336973735084262,False,True,False
2016-06-10,20.56806628984404,2.8845906717633363,False,True,False
2016-06-13,19.759582118398466,0.2798619473999074,False,False,True
2016-06-14,19.637750044125834,-0.1224996893239107,False,False,True
2016-06-15,19.698795617196904,0.03778238405495994,False,False,True
2016-06-16,19.755185637085763,0.1851369210122232,False,False,True
2016-06-17,19.34345659493167,-1.1691433465900045,False,False,False
2016-06-20,19.543298418950233,-0.516141456714355,False,False,False
2016-06-21,19.518587416729357,-0.6309386334937984,False,False,False
2016-06-22,19.332253197398188,-1.2143705402349418,False,False,False
2016-06-23,19.380001281280475,-1.04164614680543,False,False,False
2016-06-24,18.835342309456564,-2.431630728058704,True,False,False
2016-06-27,18.648431140414125,-2.526739823494997,True,False,False
2016-06-28,19.045971397616153,-1.3952106434975948,False,False,False
2016-06-29,19.06481607855935,-1.2683982083289898,False,False,False
2016-06-30,19.260889830461725,-0.74979047363818,False,False,False
2016-07-01,19.1271712410916,-1.0362970812865946,False,False,False
2016-07-05,19.242773691663647,-0.7515484603056056,False,False,False
2016-07-06,19.205810994524455,-0.832290535056662,False,False,False
2016-07-07,18.63947411258764,-1.9569914254530913,False,False,False
2016-07-08,18.737537374072897,-1.6057268777459472,False,False,False
2016-07-11,18.770046721226457,-1.4253249820770986,False,False,False
2016-07-12,18.80957844938568,-1.2537423622797998,False,False,False
2016-07-13,18.693974404323203,-1.3731108185172451,False,False,False
2016-07-14,18.63166876397685,-1.3821935307291862,False,False,False
2016-07-15,18.645492369108098,-1.2634074140311422,False,False,False
2016-07-18,18.756226930792476,-0.994440972648226,False,False,False
2016-07-19,18.677483229713726,-1.0685041630277068,False,False,False
2016-07-20,18.707585956656484,-0.9542348120550371,False,False,False
2016-07-21,18.731252759097323,-0.8591405933989494,False,False,False
2016-07-22,18.961148353687765,-0.35057398729540223,False,False,True
2016-07-25,18.742980275372506,-0.8389431159829273,False,False,False
2016-07-26,18.254762500015183,-1.9638976270953767,False,False,False
2016-07-27,16.951934877157605,-3.7671615983724123,True,False,False
2016-07-28,17.041988083721154,-2.959020588852969,True,False,False
2016-07-29,16.827588703238515,-2.794377889069557,True,False,False
2016-08-01,16.645127129385862,-2.591399541758495,True,False,False
2016-08-02,16.77680052357016,-2.154710259529567,True,False,False
2016-08-03,17.054131733388804,-1.6723306368455104,False,False,False
2016-08-04,16.8306231069294,-1.76490063897696,False,False,False
2016-08-05,16.741565143775027,-1.7102243693806043,False,False,False
2016-08-08,16.82952391587435,-1.487583665269195,False,False,False
2016-08-09,16.82507625798391,-1.3831123207592027,False,False,False
2016-08-10,16.832195300049847,-1.2799639923173753,False,False,False
2016-08-11,17.055859050732863,-0.9862106972594243,False,False,False
2016-08-12,17.308791384175787,-0.6787783634815898,False,False,False
2016-08-15,17.48680342274008,-0.44932643524306093,False,False,True
2016-08-16,17.25397737210464,-0.6427413727738096,False,False,False
2016-08-17,17.368321692700757,-0.4692943615787238,False,False,True
2016-08-18,17.455073511401878,-0.33240937731331793,False,False,True
2016-08-19,17.302141529477968,-0.46101446452221373,False,False,True
2016-08-22,17.17382041682633,-0.5608950823459982,False,False,False
2016-08-23,17.3035036070998,-0.3587728334661813,False,False,True
2016-08-24,17.246905691919167,-0.3806562213110961,False,False,True
2016-08-25,17.123503301924018,-0.48801193236190527,False,False,True
2016-08-26,16.879316852133545,-0.753547069643527,False,False,False
2016-08-29,16.966437725254174,-0.5862328814295578,False,False,False
2016-08-30,16.858376142235706,-0.6915787844088912,False,False,False
2016-08-31,17.161568721908026,-0.1715953097466952,False,False,True
2016-09-01,16.948686543270835,-0.47243613330633066,False,False,True
2016-09-02,17.11596437166976,-0.06779304467339962,False,False,True
2016-09-06,17.23366285119646,0.44082839296870246,False,False,True
2016-09-07,17.258373853417346,0.8601959101942019,False,False,False
2016-09-08,17.329580501639775,1.0971707246081421,False,False,False
2016-09-09,16.6659687350105,-1.6220584982304362,False,False,False
2016-09-12,17.10120210889477,0.12535885951368678,False,False,True
2016-09-13,16.543088586359122,-2.1237049342196177,True,False,False
2016-09-14,16.259894587052557,-2.789908322212758,True,False,False
2016-09-15,16.40408256272193,-2.035229231673376,True,False,False
2016-09-16,16.233297328566724,-2.2943248063484067,True,False,False
2016-09-19,16.097327586018334,-2.3789567566126752,True,False,False
2016-09-20,16.182301253606592,-1.9527590515366748,False,False,False
2016-09-21,16.168059637684955,-1.8198583449808583,False,False,False
2016-09-22,16.428268074716772,-1.1511769987759637,False,False,False
2016-09-23,16.326387159028002,-1.2907813819043417,False,False,False
2016-09-26,15.712667150023623,-2.316307164016371,True,False,False
2016-09-27,16.13947411258764,-1.3535905387525933,False,False,False
2016-09-28,15.72654380913053,-1.9661328679687102,False,False,False
2016-09-29,15.513031626806402,-2.1189994471959124,True,False,False
2016-09-30,15.554498850508963,-1.8696223964639442,False,False,False
2016-10-03,15.392455745210366,-1.9451709263390522,False,False,False
2016-10-04,15.485442939608678,-1.6439928553163492,False,False,False
2016-10-05,15.723664246755753,-1.1827760151997042,False,False,False
2016-10-06,15.527693130916358,-1.3964608753903396,False,False,False
2016-10-07,15.648584953054826,-1.126109796096083,False,False,False
2016-10-10,15.591987037874194,-1.135718480689794,False,False,False
2016-10-11,15.561937081999588,-1.106202867715373,False,False,False
2016-10-12,15.67643652681933,-0.8655229999178553,False,False,False
2016-10-13,15.695808858293987,-0.7805912769790462,False,False,False
2016-10-14,15.38188019105839,-1.2098749940981515,False,False,False
2016-10-17,15.306959836278338,-1.2589256531066009,False,False,False
2016-10-18,15.652355528285366,-0.6359379411508149,False,False,False
2016-10-19,15.902143535388827,-0.12212375779758325,False,False,True
2016-10-20,15.8781134305251,-0.08619374300511697,False,False,True
2016-10-21,16.139632768601015,0.5751724091084432,False,False,False
2016-10-24,16.153768782484924,0.8046321042020701,False,False,False
2016-10-25,16.1534528419425,0.8871804733915715,False,False,False
2016-10-26,16.09282334236248,0.7362923052581983,False,False,False
2016-10-27,15.881096940545763,0.15917768864095455,False,False,True
2016-10-28,15.882824257889823,0.2077067095115099,False,False,True
2016-10-31,16.02083725832469,0.671550147791161,False,False,False
2016-11-01,15.861410545926592,0.18703742506653762,False,False,True
2016-11-02,15.791410851102373,-0.007085784099301116,False,False,True
2016-11-03,15.791096787957873,0.07204099668676817,False,False,True
2016-11-04,15.652877486721643,-0.40201303495643403,False,False,True
2016-11-07,16.139892123378026,1.49670165599377,False,False,False
2016-11-08,16.12680281238852,1.4499794549789444,False,False,False
2016-11-09,15.878531724222999,0.43732664430438517,False,False,True
2016-11-10,15.532827095351646,-0.9436895566004267,False,False,False
2016-11-11,15.637591105204955,-0.5410049307554083,False,False,False
2016-11-14,16.22052498679506,1.6770493856577653,False,False,False
2016-11-15,16.3773314915954,2.0685926325361375,False,True,False
2016-11-16,16.2317814383042,1.4068437864052687,False,False,False
2016-11-17,16.11392783455388,0.9140834377661926,False,False,False
2016-11-18,15.98021305988102,0.38399115707827974,False,False,True
2016-11-21,16.196442110863178,1.1107769114925374,False,False,False
2016-11-22,16.05141429891576,0.5242423241996433,False,False,False
2016-11-23,16.13607549784993,0.7903225597884088,False,False,False
2016-11-25,16.388587943104536,1.6088382114010837,False,False,False
2016-11-28,16.456022421605994,1.771130839255429,False,False,False
2016-11-29,15.917542522621357,-0.39024188146630895,False,False,True
2016-11-30,15.717961364962715,-1.278459995592163,False,False,False
2016-12-01,15.801260486275059,-0.8900496215387208,False,False,False
2016-12-02,15.604926350920266,-1.6274906381599679,False,False,False
2016-12-05,15.837856349201594,-0.6202004239527643,False,False,False
2016-12-06,15.58115372343563,-1.5471976874343607,False,False,False
2016-12-07,15.991102677177505,0.11276233690832725,False,False,True
2016-12-08,15.843509365999822,-0.4494516657458692,False,False,True
2016-12-09,16.51408476756391,2.012868748359194,False,True,False
2016-12-12,16.131100472335525,0.5476778675009448,False,False,False
2016-12-13,15.767170630740036,-0.7696356357193221,False,False,False
2016-12-14,15.502616606065732,-1.6247554539922906,False,False,False
2016-12-15,15.638374638625084,-1.1107134209363452,False,False,False
2016-12-16,15.688114803816116,-0.9178514808603909,False,False,False
2016-12-19,15.731305247257971,-0.7850946663607633,False,False,False
2016-12-20,15.84680534467456,-0.3527376029662529,False,False,True
2016-12-21,15.806021178634587,-0.45898521031705763,False,False,True
2016-12-22,15.62607205003654,-1.0384589489396319,False,False,False
2016-12-23,15.740051130910423,-0.688737285061344,False,False,False
2016-12-27,15.740210069831313,-0.7079555793086333,False,False,False
2016-12-28,15.64570539068005,-0.976677486102083,False,False,False
2016-12-29,15.764658185485427,-0.5028460965135099,False,False,False
2016-12-30,15.713245694225321,-0.6429988093857302,False,False,False
2017-01-03,16.048323309459455,0.6428517358473853,False,False,False
2017-01-04,15.849111489127818,-0.10269681734996373,False,False,True
2017-01-05,15.983560215133494,0.45076535990632416,False,False,True
2017-01-06,16.010473414161748,0.5638391683309193,False,False,False
2017-01-09,15.861152785640005,0.01160034675469627,False,False,True
2017-01-10,15.947804188485005,0.4564568179775645,False,False,True
2017-01-11,15.99717529925654,0.8468338301579105,False,False,False
2017-01-12,15.889794896502742,0.31363810553885146,False,False,True
2017-01-13,15.891155096726646,0.29260593894104747,False,False,True
2017-01-17,16.073667847157036,1.1403146332888001,False,False,False
2017-01-18,16.0083278031198,0.7631383960778494,False,False,False
2017-01-19,15.951833835585056,0.4600761935271588,False,False,True
2017-01-20,15.915289432143759,0.2304252924772073,False,False,True
2017-01-23,15.835811779732186,-0.15362809242454056,False,False,True
2017-01-24,16.1335617410124,1.3004744557664785,False,False,False
2017-01-25,16.37816620159326,2.7476763780848215,False,True,False
2017-01-26,16.18382386463972,1.661077431338071,False,False,False
2017-01-27,15.986231316401486,0.5684235075339497,False,False,False
2017-01-30,15.864556243750396,-0.1562397355934671,False,False,True
2017-01-31,16.032409084561255,0.7567522722496427,False,False,False
2017-02-01,15.911884096635443,-0.0023772933144804147,False,False,True
2017-02-02,15.800892340479486,-0.704505061376311,False,False,False
2017-02-03,15.67513103496292,-1.4010734362139066,False,False,False
2017-02-06,15.828011840309092,-0.4903058631586475,False,False,True
2017-02-07,15.912094495041565,-0.04469739085008969,False,False,True
2017-02-08,16.012407032307166,0.5441926302658762,False,False,False
2017-02-09,15.173506070774327,-3.5909553798104996,True,False,False
2017-02-10,14.471518918621307,-4.230769467705217,True,False,False
2017-02-13,14.408165263797635,-3.3348073205973883,True,False,False
2017-02-14,14.219735015511823,-3.0138480329556168,True,False,False
2017-02-15,14.176487703397058,-2.6046792839614987,True,False,False
2017-02-16,14.594446712060648,-1.7269843145120496,False,False,False
2017-02-17,14.61706356272482,-1.5534229418284673,False,False,False
2017-02-21,14.54931342658844,-1.525267711683528,False,False,False
2017-02-22,14.677008350250414,-1.245238368051514,False,False,False
2017-02-23,14.705020740333726,-1.125665827482255,False,False,False
2017-02-24,14.753657899772453,-0.9889022148113183,False,False,False
2017-02-27,14.78146017435714,-0.8907529293521234,False,False,False
2017-02-28,14.79831846608678,-0.8128514261970964,False,False,False
2017-03-01,15.15826602246268,-0.27236447892420257,False,False,True
2017-03-02,15.374759837409531,0.06534517998511978,False,False,True
2017-03-03,15.274025474656277,-0.04781519911526473,False,False,True
2017-03-06,15.20287541219928,-0.11869507763900704,False,False,True
2017-03-07,15.089159217892163,-0.25300649011048687,False,False,True
2017-03-08,15.094079877848,-0.199840386013556,False,False,True
2017-03-09,15.202979359845163,0.030620665422547717,False,False,True
2017-03-10,15.32271921986042,0.28782433223864734,False,False,True
2017-03-13,15.107008655426196,-0.03450670220628757,False,False,True
2017-03-14,15.064238100172663,-0.06535570604605231,False,False,True
2017-03-15,14.77868324804534,-0.542415235121691,False,False,False
2017-03-16,14.901302387527867,-0.2510797138197873,False,False,True
2017-03-17,14.619782591688281,-0.773605090856613,False,False,False
2017-03-20,14.82884142402677,-0.28128343519807886,False,False,True
2017-03-21,14.996276254047242,0.15927896378469564,False,False,True
2017-03-22,14.81475874702602,-0.20354697797238305,False,False,True
2017-03-23,14.66381315431568,-0.5761763523761574,False,False,False
2017-03-24,14.530147678822626,-0.931658272013263,False,False,False
2017-03-27,14.801510214208129,-0.11391620469081483,False,False,True
2017-03-28,14.758945959755938,-0.2986272544015367,False,False,True
2017-03-29,14.753864483481301,-0.4070215548013461,False,False,True
