Date,spread,zscore,long_signal,short_signal,exit_signal,position,spread_change,daily_pnl,cumulative_pnl,equity
2015-01-02,18.90074184533256,,False,False,False,0,,,,
2015-01-05,19.07545437343235,,False,False,False,0,0.1747125280997892,0.0,0.0,100000.0
2015-01-06,19.570168473754283,,False,False,False,0,0.4947141003219322,0.0,0.0,100000.0
2015-01-07,19.430848669880092,,False,False,False,0,-0.13931980387419074,-0.0,0.0,100000.0
2015-01-08,19.52267467827024,,False,False,False,0,0.09182600839014654,0.0,0.0,100000.0
2015-01-09,19.205085075545163,,False,False,False,0,-0.3175896027250751,-0.0,0.0,100000.0
2015-01-12,18.91351578159464,,False,False,False,0,-0.29156929395052344,-0.0,0.0,100000.0
2015-01-13,18.920742586003733,,False,False,False,0,0.00722680440909329,0.0,0.0,100000.0
2015-01-14,18.77199919010076,,False,False,False,0,-0.14874339590297225,-0.0,0.0,100000.0
2015-01-15,18.59199888492498,,False,False,False,0,-0.18000030517578125,-0.0,0.0,100000.0
2015-01-16,18.589429853904957,,False,False,False,0,-0.0025690310200232602,-0.0,0.0,100000.0
2015-01-20,19.16529427551643,,False,False,False,0,0.5758644216114739,0.0,0.0,100000.0
2015-01-21,19.39236336170777,,False,False,False,0,0.2270690861913387,0.0,0.0,100000.0
2015-01-22,19.44325007983433,,False,False,False,0,0.050886718126559316,0.0,0.0,100000.0
2015-01-23,19.06430084089368,,False,False,False,0,-0.378949238940649,-0.0,0.0,100000.0
2015-01-26,18.714926678364332,,False,False,False,0,-0.3493741625293474,-0.0,0.0,100000.0
2015-01-27,18.58969274047173,,False,False,False,0,-0.1252339378926024,-0.0,0.0,100000.0
2015-01-28,18.365765820314433,,False,False,False,0,-0.22392692015729665,-0.0,0.0,100000.0
2015-01-29,18.469483693088343,,False,False,False,0,0.10371787277390965,0.0,0.0,100000.0
2015-01-30,18.09315056414069,,False,False,False,0,-0.37633312894765325,-0.0,0.0,100000.0
2015-02-02,18.131736630978057,,False,False,False,0,0.038586066837368094,0.0,0.0,100000.0
2015-02-03,17.95765410656519,,False,False,False,0,-0.1740825244128672,-0.0,0.0,100000.0
2015-02-04,17.909223247927823,,False,False,False,0,-0.04843085863736718,-0.0,0.0,100000.0
2015-02-05,18.016762589602507,,False,False,False,0,0.10753934167468415,0.0,0.0,100000.0
2015-02-06,17.652155382439616,,False,False,False,0,-0.36460720716289075,-0.0,0.0,100000.0
2015-02-09,17.61424861846899,,False,False,False,0,-0.03790676397062498,-0.0,0.0,100000.0
2015-02-10,18.287181341064073,,False,False,False,0,0.6729327225950819,0.0,0.0,100000.0
2015-02-11,17.66413878160347,,False,False,False,0,-0.6230425594606039,-0.0,0.0,100000.0
2015-02-12,17.496128879269644,,False,False,False,0,-0.16800990233382507,-0.0,0.0,100000.0
2015-02-13,17.59665694122155,-1.5074226937525688,False,False,False,0,0.10052806195190556,0.0,0.0,100000.0
2015-02-17,17.60613302141097,-1.3829193831950366,False,False,False,0,0.009476080189418923,0.0,0.0,100000.0
2015-02-18,17.28743881844316,-1.6987976443821833,False,False,False,0,-0.3186942029678086,-0.0,0.0,100000.0
2015-02-19,17.817545360083184,-0.8803779695535835,False,False,False,0,0.5301065416400235,0.0,0.0,100000.0
2015-02-20,17.59388160940016,-1.1436187864603866,False,False,False,0,-0.22366375068302347,-0.0,0.0,100000.0
2015-02-23,17.37791003579709,-1.3957915787417063,False,False,False,0,-0.2159715736030705,-0.0,0.0,100000.0
2015-02-24,17.625921769185606,-0.949699831111453,False,False,False,0,0.24801173338851612,0.0,0.0,100000.0
2015-02-25,17.565606332750086,-0.9784970858728288,False,False,False,0,-0.06031543643551984,-0.0,0.0,100000.0
2015-02-26,18.08141820449282,-0.1140187203258581,False,False,True,0,0.5158118717427342,0.0,0.0,100000.0
2015-02-27,18.943564142978833,1.2729593004159792,False,False,False,0,0.8621459384860124,0.0,0.0,100000.0
2015-03-02,18.838645008901903,1.0766841997141243,False,False,False,0,-0.10491913407692977,-0.0,0.0,100000.0
2015-03-03,18.736289213749824,0.8995047394628531,False,False,False,0,-0.1023557951520786,-0.0,0.0,100000.0
2015-03-04,18.54220594866579,0.6491363471257938,False,False,False,0,-0.19408326508403562,-0.0,0.0,100000.0
2015-03-05,18.4741964577524,0.6326613283854214,False,False,False,0,-0.06800949091338993,-0.0,0.0,100000.0
2015-03-06,17.855035424846335,-0.4170872274035531,False,False,True,0,-0.6191610329060637,-0.0,0.0,100000.0
2015-03-09,17.757023339938808,-0.5626575873189442,False,False,False,0,-0.098012084907527,-0.0,0.0,100000.0
2015-03-10,17.453202351069983,-1.1370389211715506,False,False,False,0,-0.303820988868825,-0.0,0.0,100000.0
2015-03-11,17.06006238987793,-1.8185089302730797,False,False,False,0,-0.39313996119205186,-0.0,0.0,100000.0
2015-03-12,17.018228614870218,-1.737764519991621,False,False,False,0,-0.04183377500771357,-0.0,0.0,100000.0
2015-03-13,16.700271895024983,-2.1213062722912475,True,False,False,1,-0.31795671984523466,-0.31795671984523466,-0.31795671984523466,99999.68204328016
2015-03-16,16.802209679386674,-1.7518356538155355,False,False,False,1,0.10193778436169154,0.10193778436169154,-0.21601893548354312,99999.78398106452
2015-03-17,17.347025087017123,-0.729180772697811,False,False,False,1,0.5448154076304483,0.5448154076304483,0.3287964721469052,100000.32879647215
2015-03-18,17.311526820655217,-0.7482370863957588,False,False,False,1,-0.03549826636190545,-0.03549826636190545,0.29329820578499977,100000.29329820578
2015-03-19,16.864409151880295,-1.4256180856781766,False,False,False,1,-0.4471176687749221,-0.4471176687749221,-0.15381946298992233,99999.84618053702
2015-03-20,17.189278612990115,-0.8183692191600243,False,False,False,1,0.3248694611098202,0.3248694611098202,0.17104999811989785,100000.17104999811
2015-03-23,17.033777600046182,-1.0271835045962985,False,False,False,1,-0.15550101294393315,-0.15550101294393315,0.015548985175964702,100000.01554898517
2015-03-24,16.881318620187663,-1.207519871142479,False,False,False,1,-0.15245897985851897,-0.15245897985851897,-0.13690999468255427,99999.86309000531
2015-03-25,17.008962367271906,-0.9364066692667764,False,False,False,1,0.12764374708424242,0.12764374708424242,-0.00926624759831185,99999.9907337524
2015-03-26,16.817913788786264,-1.17197785143382,False,False,False,1,-0.19104857848564194,-0.19104857848564194,-0.2003148260839538,99999.79968517392
2015-03-27,16.4691734446411,-1.594006990785203,False,False,False,1,-0.3487403441451633,-0.3487403441451633,-0.5490551702291171,99999.45094482978
2015-03-30,16.758907658904413,-1.0894468521945146,False,False,False,1,0.28973421426331214,0.28973421426331214,-0.25932095596580496,99999.74067904403
2015-03-31,17.020373943004664,-0.6679373873274665,False,False,False,1,0.2614662841002513,0.2614662841002513,0.002145328134446345,100000.00214532814
2015-04-01,17.280795967423447,-0.2845039584240745,False,False,True,1,0.2604220244187836,0.2604220244187836,0.26256735255322994,100000.26256735255
2015-04-02,17.133149885177613,-0.4684156821262644,False,False,True,1,-0.14764608224583498,-0.14764608224583498,0.11492127030739496,100000.1149212703
2015-04-06,17.428748826228183,-0.0252701843257558,False,False,True,1,0.29559894105057083,0.29559894105057083,0.4105202113579658,100000.41052021136
2015-04-07,17.335190091306284,-0.160933767499249,False,False,True,1,-0.09355873492189914,-0.09355873492189914,0.31696147643606665,100000.31696147643
2015-04-08,17.259484608615686,-0.2544559305532976,False,False,True,1,-0.07570548269059785,-0.07570548269059785,0.2412559937454688,100000.24125599375
2015-04-09,17.340740754949046,-0.1238026868707813,False,False,True,1,0.08125614633335942,0.08125614633335942,0.3225121400788282,100000.32251214008
2015-04-10,17.20765410656519,-0.2813146276807556,False,False,True,1,-0.13308664838385553,-0.13308664838385553,0.1894254916949727,100000.1894254917
2015-04-13,17.19252313217962,-0.240640460885125,False,False,True,1,-0.01513097438557054,-0.01513097438557054,0.17429451730940215,100000.1742945173
2015-04-14,16.766289587537123,-0.931338455757598,False,False,False,1,-0.4262335446424963,-0.4262335446424963,-0.25193902733309415,99999.74806097266
2015-04-15,16.621842539998244,-1.2130460894725028,False,False,False,1,-0.14444704753887905,-0.14444704753887905,-0.3963860748719732,99999.60361392512
2015-04-16,16.86613293743459,-0.6816572511703133,False,False,False,1,0.24429039743634462,0.24429039743634462,-0.15209567743562857,99999.84790432257
2015-04-17,16.723621102531542,-1.1111296311237338,False,False,False,1,-0.14251183490304697,-0.14251183490304697,-0.29460751233867555,99999.70539248767
2015-04-20,16.913829844739148,-0.4761712637305231,False,False,True,1,0.19020874220760575,0.19020874220760575,-0.1043987701310698,99999.89560122987
2015-04-21,16.96492827285475,-0.2352875429320885,False,False,True,1,0.05109842811560128,0.05109842811560128,-0.053300342015468516,99999.94669965799
2015-04-22,17.371893716575972,1.3729087881964093,False,False,False,1,0.4069654437212229,0.4069654437212229,0.3536651017057544,100000.3536651017
2015-04-23,17.3933071456317,1.3661195970495077,False,False,False,1,0.02141342905572685,0.02141342905572685,0.37507853076148123,100000.37507853076
2015-04-24,17.471108657276933,1.5357284068964692,False,False,False,1,0.07780151164523375,0.07780151164523375,0.452880042406715,100000.4528800424
2015-04-27,17.578441698150275,1.7671245410739156,False,False,False,1,0.10733304087334261,0.10733304087334261,0.5602130832800576,100000.56021308328
2015-04-28,17.53566545080154,1.493054990086235,False,False,False,1,-0.04277624734873342,-0.04277624734873342,0.5174368359313242,100000.51743683593
2015-04-29,17.26550986881426,0.5742584718625351,False,False,False,1,-0.2701555819872823,-0.2701555819872823,0.24728125394404188,100000.24728125395
2015-04-30,17.15341322950805,0.204952416784078,False,False,True,1,-0.11209663930620906,-0.11209663930620906,0.13518461463783282,100000.13518461464
2015-05-01,17.395140288019565,0.9845603112336784,False,False,False,1,0.24172705851151477,0.24172705851151477,0.3769116731493476,100000.37691167316
2015-05-04,17.34917069805907,0.797595810724799,False,False,False,1,-0.04596958996049594,-0.04596958996049594,0.33094208318885165,100000.3309420832
2015-05-05,17.269590692492038,0.49452440412299,False,False,True,1,-0.07958000556703126,-0.07958000556703126,0.2513620776218204,100000.25136207762
2015-05-06,17.164824805240812,0.1029256257304397,False,False,True,1,-0.10476588725122582,-0.10476588725122582,0.14659619037059457,100000.14659619037
2015-05-07,17.286030690523784,0.4925329108499194,False,False,True,1,0.12120588528297205,0.12120588528297205,0.2678020756535666,100000.26780207566
2015-05-08,17.22152507357691,0.2262797140697344,False,False,True,1,-0.06450561694687451,-0.06450561694687451,0.2032964587066921,100000.20329645871
2015-05-11,17.230740144597483,0.1902345739585629,False,False,True,1,0.009215071020573617,0.009215071020573617,0.21251152972726572,100000.21251152972
2015-05-12,17.01765166515894,-0.7320409783239686,False,False,False,1,-0.21308847943854303,-0.21308847943854303,-0.0005769497112773081,99999.99942305029
2015-05-13,17.325975020285707,0.5222403848770961,False,False,False,1,0.3083233551267668,0.3083233551267668,0.3077464054154895,100000.30774640542
2015-05-14,17.38471854650829,0.749280601048784,False,False,False,1,0.05874352622258172,0.05874352622258172,0.3664899316380712,100000.36648993164
2015-05-15,17.35058235776821,0.5736876836163289,False,False,False,1,-0.034136188740077955,-0.034136188740077955,0.33235374289799324,100000.3323537429
