Date,spread,zscore,long_signal,short_signal,exit_signal,position,spread_change,daily_pnl,cumulative_pnl,equity
2015-05-18,17.19241377534605,-0.0531965293737383,False,False,True,1,-0.15816858242216014,-0.15816858242216014,0.1741851604758331,100000.17418516047
2015-05-19,17.20702438578576,0.0267701539208614,False,False,True,1,0.01461061043971057,0.01461061043971057,0.18879577091554367,100000.18879577091
2015-05-20,17.310999453031258,0.460153374540577,False,False,True,1,0.10397506724549643,0.10397506724549643,0.2927708381610401,100000.29277083816
2015-05-21,17.31157828014045,0.4677783733935343,False,False,True,1,0.0005788271091908825,0.0005788271091908825,0.293349665270231,100000.29334966527
2015-05-22,17.522886388259273,1.2815925146764864,False,False,False,1,0.21130810811882483,0.21130810811882483,0.5046577733890558,100000.50465777339
2015-05-26,17.418544203893628,0.8108428392306947,False,False,False,1,-0.10434218436564535,-0.10434218436564535,0.40031558902341047,100000.40031558902
2015-05-27,17.40335852114056,0.7006217548309618,False,False,False,1,-0.015185682753067198,-0.015185682753067198,0.38512990627034327,100000.38512990627
2015-05-28,17.25602837943714,-0.0292225215666052,False,False,True,1,-0.14733014170342074,-0.14733014170342074,0.23779976456692253,100000.23779976457
2015-05-29,17.231054207741987,-0.2308769044173848,False,False,True,1,-0.02497417169515259,-0.02497417169515259,0.21282559287176994,100000.21282559287
2015-06-01,17.324247702941648,0.195149346992336,False,False,True,1,0.09319349519966025,0.09319349519966025,0.3060190880714302,100000.30601908806
2015-06-02,17.354564360080296,0.3338027349828865,False,False,True,1,0.030316657138648395,0.030316657138648395,0.3363357452100786,100000.3363357452
2015-06-03,17.41911733890764,0.7791796251176835,False,False,False,1,0.06455297882734357,0.06455297882734357,0.40088872403742215,100000.40088872403
2015-06-04,17.424565649394932,0.8022622056567756,False,False,False,1,0.005448310487292218,0.005448310487292218,0.40633703452471437,100000.40633703452
2015-06-05,17.202784057372092,-0.935339708143334,False,False,False,1,-0.22178159202283965,-0.22178159202283965,0.18455544250187472,100000.18455544251
2015-06-08,17.314462685887904,0.0030989054623654,False,False,True,1,0.11167862851581134,0.11167862851581134,0.29623407101768606,100000.29623407102
2015-06-09,17.29786568623462,-0.0621691717588927,False,False,True,1,-0.016596999653284428,-0.016596999653284428,0.27963707136440163,100000.27963707136
2015-06-10,17.275300012148186,-0.2043128890565604,False,False,True,1,-0.022565674086433063,-0.022565674086433063,0.25707139727796857,100000.25707139728
2015-06-11,16.946868436914595,-2.8237709007259406,True,False,False,1,-0.3284315752335907,-0.3284315752335907,-0.0713601779556221,99999.92863982204
2015-06-12,16.89299467697762,-2.78354380552493,True,False,False,1,-0.05387375993697674,-0.05387375993697674,-0.12523393789259885,99999.8747660621
2015-06-15,16.79367710021368,-2.863043048558055,True,False,False,1,-0.09931757676393715,-0.09931757676393715,-0.224551514656536,99999.77544848535
2015-06-16,17.059750264032772,-1.137774011429329,False,False,False,1,0.2660731638190903,0.2660731638190903,0.0415216491625543,100000.04152164917
2015-06-17,17.12671174046884,-0.6962310802575069,False,False,False,1,0.06696147643606665,0.06696147643606665,0.10848312559862094,100000.1084831256
2015-06-18,17.21634505884407,-0.1672245002931243,False,False,True,1,0.08963331837523114,0.08963331837523114,0.19811644397385209,100000.19811644398
2015-06-19,17.05739322590928,-1.0611599509709062,False,False,False,1,-0.15895183293478965,-0.15895183293478965,0.039164611039062436,100000.03916461104
2015-06-22,16.955296785534202,-1.54389357945617,False,False,False,1,-0.10209644037507815,-0.10209644037507815,-0.06293182933601571,99999.93706817066
2015-06-23,16.855298311413108,-1.9036478989977417,False,False,False,1,-0.09999847412109375,-0.09999847412109375,-0.16293030345710946,99999.83706969654
2015-06-24,16.741578302408733,-2.2651143743417683,True,False,False,1,-0.11372000900437484,-0.11372000900437484,-0.2766503124614843,99999.72334968754
2015-06-25,16.684774086426756,-2.2257962838658685,True,False,False,1,-0.056804215981976824,-0.056804215981976824,-0.33345452844346113,99999.66654547155
2015-06-26,16.645087234043913,-2.1295835095258973,True,False,False,1,-0.039686852382843085,-0.039686852382843085,-0.3731413808263042,99999.62685861917
2015-06-29,16.345299706972405,-2.7808586851546497,True,False,False,1,-0.29978752707150846,-0.29978752707150846,-0.6729289078978127,99999.3270710921
2015-06-30,16.261425230439205,-2.591600249989103,True,False,False,1,-0.08387447653320024,-0.08387447653320024,-0.7568033844310129,99999.24319661557
2015-07-01,16.241057938462877,-2.3049886894080927,True,False,False,1,-0.020367291976327806,-0.020367291976327806,-0.7771706764073407,99999.2228293236
2015-07-02,16.196607487647167,-2.1447185913501015,True,False,False,1,-0.04445045081570953,-0.04445045081570953,-0.8216211272230503,99999.17837887278
2015-07-06,16.19058382193902,-1.939233410094304,False,False,False,1,-0.00602366570814894,-0.00602366570814894,-0.8276447929311992,99999.17235520706
2015-07-07,16.52843705190204,-1.0490580735068047,False,False,False,1,0.33785322996302014,0.33785322996302014,-0.48979156296817905,99999.51020843703
2015-07-08,16.33283658497256,-1.4211137517923615,False,False,False,1,-0.19560046692947708,-0.19560046692947708,-0.6853920298976561,99999.3146079701
2015-07-09,16.643830981465896,-0.6172162686713227,False,False,False,1,0.31099439649333505,0.31099439649333505,-0.3743976334043211,99999.62560236659
2015-07-10,16.877599221534854,-0.0091363595290014,False,False,True,1,0.23376824006895802,0.23376824006895802,-0.14062939333536306,99999.85937060666
2015-07-13,16.73665604796248,-0.3247297998812496,False,False,True,1,-0.1409431735723743,-0.1409431735723743,-0.28157256690773735,99999.7184274331
2015-07-14,17.268802032791733,1.0343240787573793,False,False,False,1,0.5321459848292527,0.5321459848292527,0.25057341792151533,100000.25057341793
2015-07-15,17.420742586003733,1.4050364590945923,False,False,False,1,0.1519405532120004,0.1519405532120004,0.4025139711335157,100000.40251397113
2015-07-16,17.63539944386545,1.8717364842790352,False,False,False,1,0.21465685786171562,0.21465685786171562,0.6171708289952313,100000.61717082899
2015-07-17,17.434929493557874,1.3775030795616356,False,False,False,1,-0.20046995030757486,-0.20046995030757486,0.4167008786876565,100000.41670087869
2015-07-20,17.43451148276748,1.32965252579701,False,False,False,1,-0.0004180107903941632,-0.0004180107903941632,0.4162828678972623,100000.4162828679
2015-07-21,17.338016599705398,1.0939399175294688,False,False,False,1,-0.09649488306208198,-0.09649488306208198,0.31978798483518034,100000.31978798483
2015-07-22,16.988962192415734,0.287469048706176,False,False,True,1,-0.34905440728966397,-0.34905440728966397,-0.02926642245448363,99999.97073357755
2015-07-23,17.002781982849715,0.3485694272323257,False,False,True,1,0.013819790433981183,0.013819790433981183,-0.015446632020502449,99999.98455336798
2015-07-24,16.772572325114773,-0.2062851357130249,False,False,True,1,-0.2302096577349424,-0.2302096577349424,-0.24565628975544485,99999.75434371024
2015-07-27,17.00053242416188,0.3478189391169111,False,False,True,1,0.227960099047106,0.227960099047106,-0.017696190708338833,99999.98230380929
2015-07-28,16.899798061408628,0.0905381206784456,False,False,True,1,-0.10073436275325065,-0.10073436275325065,-0.11843055346158948,99999.88156944654
2015-07-29,16.83644822128222,-0.0476653823148859,False,False,True,1,-0.06334984012640632,-0.06334984012640632,-0.1817803935879958,99999.81821960642
2015-07-30,16.781842387410354,-0.1557202142756703,False,False,True,1,-0.054605833871868015,-0.054605833871868015,-0.23638622745986382,99999.76361377253
2015-07-31,17.370743348943186,1.2835578348728642,False,False,False,1,0.5889009615328327,0.5889009615328327,0.35251473407296885,100000.35251473407
2015-08-03,17.560061078295007,1.6327504378676343,False,False,False,1,0.18931772935182067,0.18931772935182067,0.5418324634247895,100000.54183246342
2015-08-04,17.78147173850042,1.94444501927683,False,False,False,1,0.22141066020541444,0.22141066020541444,0.763243123630204,100000.76324312363
2015-08-05,17.71188845997618,1.6442181924540396,False,False,False,1,-0.06958327852424162,-0.06958327852424162,0.6936598451059623,100000.6936598451
2015-08-06,17.52173089434631,1.1677022336902492,False,False,False,1,-0.19015756562987107,-0.19015756562987107,0.5035022794760913,100000.50350227948
2015-08-07,17.38403764915113,0.8337240594225644,False,False,False,1,-0.13769324519518022,-0.13769324519518022,0.36580903428091105,100000.36580903428
2015-08-10,17.296498765240113,0.6135845585127017,False,False,False,1,-0.08753888391101583,-0.08753888391101583,0.2782701503698952,100000.27827015037
2015-08-11,17.212151346542942,0.3957309551469034,False,False,True,1,-0.08434741869717044,-0.08434741869717044,0.19392273167272478,100000.19392273168
2015-08-12,17.05120930969733,0.006076417670468,False,False,True,1,-0.16094203684561137,-0.16094203684561137,0.03298069482711341,100000.03298069483
2015-08-13,16.790318097910422,-0.6350093519048045,False,False,False,1,-0.2608912117869089,-0.2608912117869089,-0.22791051695979547,99999.77208948304
2015-08-14,16.83204633078183,-0.6302715505754921,False,False,False,1,0.04172823287140659,0.04172823287140659,-0.18618228408838888,99999.81381771591
2015-08-17,16.777018671422297,-0.883211851822021,False,False,False,1,-0.055027659359531356,-0.055027659359531356,-0.24120994344792024,99999.75879005656
2015-08-18,16.749167097657796,-1.0034304926143325,False,False,False,1,-0.02785157376450087,-0.02785157376450087,-0.2690615172124211,99999.73093848278
2015-08-19,16.42110429393621,-1.9450243629583543,False,False,False,1,-0.32806280372158625,-0.32806280372158625,-0.5971243209340074,99999.40287567906
2015-08-20,16.439638443524665,-1.8180087166520575,False,False,False,1,0.01853414958845434,0.01853414958845434,-0.578590171345553,99999.42140982866
2015-08-21,15.845347351760374,-2.8359068395932714,True,False,False,1,-0.5942910917642905,-0.5942910917642905,-1.1728812631098435,99998.8271187369
2015-08-24,15.782997598415818,-2.569392198825698,True,False,False,1,-0.062349753344555836,-0.062349753344555836,-1.2352310164543994,99998.76476898354
2015-08-25,15.93190152773009,-2.0186210246426604,True,False,False,1,0.14890392931427243,0.14890392931427243,-1.086327087140127,99998.91367291287
2015-08-26,15.970588010423583,-1.7678010352706175,False,False,False,1,0.03868648269349251,0.03868648269349251,-1.0476406044466344,99998.95235939555
2015-08-27,16.237446302153213,-1.2045776079549522,False,False,False,1,0.2668582917296298,0.2668582917296298,-0.7807823127170046,99999.21921768728
2015-08-28,16.434671733271287,-0.7928102295314312,False,False,False,1,0.1972254311180741,0.1972254311180741,-0.5835568815989305,99999.4164431184
2015-08-31,16.452314870003967,-0.7084213796213169,False,False,False,1,0.01764313673267992,0.01764313673267992,-0.5659137448662506,99999.43408625513
2015-09-01,16.2760336805735,-0.9646934135728904,False,False,False,1,-0.17628118943046545,-0.17628118943046545,-0.742194934296716,99999.2578050657
2015-09-02,16.349752774050533,-0.783876598696593,False,False,False,1,0.0737190934770311,0.0737190934770311,-0.6684758408196849,99999.33152415918
2015-09-03,16.489175213987696,-0.4994863086955819,False,False,True,1,0.13942243993716374,0.13942243993716374,-0.5290534008825212,99999.47094659912
2015-09-04,16.146925502711962,-1.058924206570844,False,False,False,1,-0.3422497112757341,-0.3422497112757341,-0.8713031121582553,99999.12869688784
2015-09-08,16.170117708596983,-0.9563582422513373,False,False,False,1,0.02319220588502091,0.02319220588502091,-0.8481109062732344,99999.15188909373
2015-09-09,15.949070067906966,-1.2533058424675363,False,False,False,1,-0.22104764069001703,-0.22104764069001703,-1.0691585469632514,99998.93084145304
2015-09-10,16.01247296200902,-1.0768929481426193,False,False,False,1,0.06340289410205457,0.06340289410205457,-1.0057556528611968,99998.99424434714
2015-09-11,15.584672976242686,-1.6407137944328432,False,False,False,1,-0.4277999857663346,-0.4277999857663346,-1.4335556386275314,99998.56644436138
2015-09-14,15.658023015300216,-1.4178343841689505,False,False,False,1,0.07335003905753013,0.07335003905753013,-1.3602055995700013,99998.63979440043
2015-09-15,15.846400492517873,-1.0589718816140707,False,False,False,1,0.18837747721765652,0.18837747721765652,-1.1718281223523448,99998.82817187764
2015-09-16,16.247866449174072,-0.3569954354219288,False,False,True,1,0.40146595665619955,0.40146595665619955,-0.7703621656961452,99999.2296378343
2015-09-17,16.40404295028748,-0.009173241670834,False,False,True,1,0.15617650111340708,0.15617650111340708,-0.6141856645827382,99999.38581433542
2015-09-18,16.082785125487327,-0.5794421516546016,False,False,False,1,-0.32125782480015275,-0.32125782480015275,-0.9354434893828909,99999.06455651062
2015-09-21,16.13037614784665,-0.4281558628770064,False,False,True,1,0.04759102235932389,0.04759102235932389,-0.887852467023567,99999.11214753297
2015-09-22,16.06011709824542,-0.5412467455346928,False,False,False,1,-0.07025904960122986,-0.07025904960122986,-0.9581115166247969,99999.04188848338
2015-09-23,16.022732575618576,-0.5922776651849858,False,False,False,1,-0.03738452262684433,-0.03738452262684433,-0.9954960392516412,99999.00450396075
2015-09-24,16.395510654021987,0.5403546263316332,False,False,False,1,0.37277807840341026,0.37277807840341026,-0.622717960848231,99999.37728203915
2015-09-25,16.619433759482014,1.2667278859481386,False,False,False,1,0.22392310546002747,0.22392310546002747,-0.3987948553882035,99999.60120514462
2015-09-28,16.775507907439955,1.77608043806635,False,False,False,1,0.15607414795794128,0.15607414795794128,-0.2427207074302622,99999.75727929256
2015-09-29,16.765246699339983,1.749079886682065,False,False,False,1,-0.010261208099972663,-0.010261208099972663,-0.25298191553023486,99999.74701808447
2015-09-30,16.915191639453475,2.129246292494962,False,True,False,-1,0.14994494011349246,-0.14994494011349246,-0.4029268556437273,99999.59707314435
2015-10-01,16.70592650631363,1.4213325462463555,False,False,False,-1,-0.2092651331398443,0.2092651331398443,-0.19366172250388303,99999.8063382775
2015-10-02,17.219642349101726,2.5291876202983428,False,True,False,-1,0.5137158427880948,-0.5137158427880948,-0.7073775652919778,99999.2926224347
2015-10-05,17.4336201870042,2.6161288941064025,False,True,False,-1,0.2139778379024726,-0.2139778379024726,-0.9213554031944504,99999.07864459681
2015-10-06,17.073566805584488,1.643646453105827,False,False,False,-1,-0.36005338141971066,0.36005338141971066,-0.5613020217747398,99999.43869797823
2015-10-07,17.276761194043214,1.897844667831399,False,False,False,-1,0.2031943884587264,-0.2031943884587264,-0.7644964102334662,99999.23550358976
2015-10-08,17.62602571683149,2.3080618577193,False,True,False,-1,0.3492645227882747,-0.3492645227882747,-1.1137609330217408,99998.88623906698
2015-10-09,17.54298948208592,1.925278070497645,False,False,False,-1,-0.08303623474557043,0.08303623474557043,-1.0307246982761704,99998.96927530173
2015-10-12,17.60419399407787,1.8432153684667536,False,False,False,-1,0.06120451199195287,-0.06120451199195287,-1.0919292102681233,99998.90807078974
2015-10-13,17.55440646700636,1.6147684977208336,False,False,False,-1,-0.04978752707151202,0.04978752707151202,-1.0421416831966113,99998.9578583168
2015-10-14,17.690217270633866,1.6756332951144235,False,False,False,-1,0.13581080362750697,-0.13581080362750697,-1.1779524868241182,99998.82204751318
2015-10-15,17.735816211684437,1.6010348200164937,False,False,False,-1,0.04559894105057083,-0.04559894105057083,-1.223551427874689,99998.77644857213
2015-10-16,17.486393444303207,1.1540639925931029,False,False,False,-1,-0.2494227673812297,0.2494227673812297,-0.9741286604934594,99999.0258713395
2015-10-19,17.33827817468925,0.8790739435648052,False,False,False,-1,-0.1481152696139567,0.1481152696139567,-0.8260133908795027,99999.17398660912
2015-10-20,17.616131625851676,1.1943563906214876,False,False,False,-1,0.2778534511624251,-0.2778534511624251,-1.1038668420419278,99998.89613315796
2015-10-21,17.521049996989145,0.9916319924913436,False,False,False,-1,-0.09508162886253047,0.09508162886253047,-1.0087852131793973,99998.99121478682
2015-10-22,17.87466232762675,1.3959587745745754,False,False,False,-1,0.3536123306376062,-0.3536123306376062,-1.3623975438170035,99998.63760245618
2015-10-23,17.584610235521673,0.9341560213843004,False,False,False,-1,-0.29005209210507843,0.29005209210507843,-1.072345451711925,99998.92765454829
2015-10-26,17.35754114933034,0.5452071099794604,False,False,False,-1,-0.2270690861913316,0.2270690861913316,-0.8452763655205935,99999.15472363448
2015-10-27,17.2791115113961,0.3661028479260509,False,False,True,-1,-0.07842963793424218,0.07842963793424218,-0.7668467275863513,99999.23315327242
2015-10-28,17.448326429828786,0.6041615586705037,False,False,False,-1,0.16921491843268655,-0.16921491843268655,-0.9360616460190379,99999.06393835398
2015-10-29,17.493562068456466,0.6327593343899623,False,False,False,-1,0.04523563862768043,-0.04523563862768043,-0.9812972846467183,99999.01870271536
2015-10-30,17.203665100575005,0.0486625011101462,False,False,True,-1,-0.2898969678814609,0.2898969678814609,-0.6914003167652574,99999.30859968324
2015-11-02,17.288067227639665,0.1478064591546049,False,False,True,-1,0.08440212706465999,-0.08440212706465999,-0.7758024438299174,99999.22419755616
2015-11-03,17.326181886902063,0.1562912529050525,False,False,True,-1,0.038114659262397765,-0.038114659262397765,-0.8139171030923151,99999.18608289691
2015-11-04,17.210004423918072,-0.246322397451988,False,False,True,-1,-0.11617746298399112,0.11617746298399112,-0.697739640108324,99999.3022603599
2015-11-05,17.572466302946516,0.7322071898391571,False,False,False,-1,0.3624618790284444,-0.3624618790284444,-1.0602015191367684,99998.93979848086
